1,Carimbo de data/hora,EMPRESA,MOTIVOS,,,,,,
104,27/03/2024 10:36:39,Accenture do Brasil,Gestores despreparados / baixo salario / não sabem ter organização sobre as funções dos analistas / sem visão de crescimento para os funcionarios / Sem respeito pelo funcionario /,,,,,,
105,27/03/2024 00:44:57,Acciona,Há um rumor que a Diretora do Jurídico teve um caso com o CEO.,,,,,,
106,26/03/2024 22:25:45,Accor,"Empresa totalmente abusiva. Hotéis do Rio de Janeiro lotadas de pessoas amadoras em questão de gestão, chega a ser ridículo.",,,,,,
107,27/03/2024 14:20:16,ACFreitas Advogados,"Chefes tóxicos, racistas, totalmente controladores, zero benefícios para os funcionários e cobrança excessiva. Sem tempo de ir ao banheiro ou tomar água.",,,,,,
108,25/03/2024 16:32:42,Acom Sistemas,Quiseram forçar a volta ao trabalho presencial com 3 meses de pandemia. Além de piadas sem noção do dono e salário baixíssimo.,,,,,,
109,25/03/2024 19:02:19,Act Digital,"Te lançam sozinho num projeto com 0 suporte de alguém de produto pra programar, coletar requisito e arquitetar o software",,,,,,
110,27/03/2024 14:06:12,Act Digital,"Deixam o cliente te fazer de trouxa e simplesmente te demitem igual lixo caso de algum problema com o cliente, os benefícios são um lixo, vc tem que pagar o convênio, a impressão é que te pagam o mínimo do mínimo possível",,,,,,
111,27/03/2024 08:11:22,Act digital,"Péssima gestão, atuei como QA e foi a pior experiência, gestores mal preparados e sem noção, demitiram uma QA colega minha depois de 1 mês sem ao menos explicar o motivo para ela, a tiraram do emprego instável oferecendo uma vaga lá e depois simplesmente mandaram o embora sem nem falar o porquê, assédio moral e sexual por parte de alguns gestores",,,,,,
112,27/03/2024 16:05:42,ACT Digital,"Total desleixo do gestor por parte da ACT. Eles te alocam em um projeto e não se importam mais com vc, me enviaram um computador que não tinha condições alguma de trabalhar na época em um projeto (Banco BMG) muito pesado processualmente inviabilizando totalmente o trabalho (não tinha nem possibilidade de usar computador pessoal, o que tudo bem se houvesse condições de trabalho)",,,,,,
113,18/03/2024 21:47:17,ACTIVESOFT,"VENDIDA PARA EMPRESAS MAIORES, PERDEU A ESSÊNCIA...",,,,,,
114,23/03/2024 06:49:40,Activesoft,"Depois que ela foi comprada pela Arco Educação, deixaram de pensar em fornecer um ambiente agradável para os colaboradores e só estão pensando em lucro, lucro e lucro, e quem os colaboradores deem o máximo, mesmo comprometendo a saúde mental, se não será demitido como aconteceu comigo e alguns colegas de trabalho também.",,,,,,
115,25/03/2024 18:19:35,acuda,"assédio moral, abuso de poder, desrespeito com os funcionários",,,,,,
116,25/03/2024 18:11:38,ACUDA - Associação Cultural e de Desenvolvimento do Apenado e Egresso,"Péssima gestão, abuso de poder, começando pelo presidente da instituição, desrespeito aos colaboradores. Fofoca e gente falsa.",,,,,,
117,27/03/2024 12:43:46,Adama,"falta de compliance, panelinhas e despreparo da liderança",,,,,,
118,18/03/2024 18:55:44,Adcos,"Falta de feedback, pessoas velhas e puxa sacos na liderança.",,,,,,
119,25/03/2024 16:46:31,Adetech,"Lugar horrível, nunca mais piso lá",,,,,,
120,27/03/2024 09:54:28,ADM do Brasil,"Acúmulo de funções, tratam aprendizes e estagiários como se fossem analistas, o salário é uma bosta é só fazem mais pressão a cada dia. Fora que os gerentes fazem home office e os funcionários comuns estão proibidos.",,,,,,
121,20/03/2024 12:01:50,Adp Labs,Pura ideologia socialista. Se vai contra é demitido,,,,,,
122,27/03/2024 16:23:22,ADVBOX Software Jurídico,"A empresa é uma mentira completa. Não existe plano de carreira, não importa se você tem 2 meses ou 7 anos, vai estar sempre fazendo a mesma coisa. Feedback? Não! Qualquer feedback negativo é cortado na hora, e te colocam como se você fosse um vitimista. CEO que comemorou em reunião com a empresa toda o fato de não precisar aumentar o VR dos funcionários com as novas regras do sindicato. Qualquer crítica construtiva é descartada e mal vista pelos sócios. Comunicação é péssima, e quase inexistente, avisam coisa importante em cima da hora, alteram coisas relevantes e não é passado internamente até ser tarde demais. Se reclamar de salário, vão dizer que ""pagamos mais do que essas x outras empresas, então vocês não tem do que reclamar"". CEO que parece querer mais ser influencer do que gestor de equipe. ""Start-up de tecnologia"" que não evolui, não ouve feedback, tudo é extremamente burocrático, pregam sociocracia mas o board decide e o resto tem que acatar sem críticas. Plano de carreira inexistente, você é só um número e só será visto se tiverem um problema com você, funcionários sobrecarregados pra ganhar um ""nós agradecemos sua colaboração"" apenas. Eu evitaria, e não recomendaria ninguém se candidatar pra essa empresa.",,,,,,
123,25/03/2024 15:24:41,Adyen,"Estão com vagas afirmativas para mulheres, mas demitem as que acabaram de voltar da licença maternidade! Híbrido 3x, mas se não for no escritório todos os dias, já fica marcado pela liderança.",,,,,,
124,27/03/2024 13:20:05,Adyen,"Além de ter tido uma Head que além de ter presenciado desrespeito com colegas e gritando com outras pessoas. Existe uma panela que independente do que fizerem, não são advertidos, casos como assédio também são descredibilizados por amizades, estranho para uma empresa que se diz tão ""cool""",,,,,,
125,27/03/2024 13:22:35,Adyen do Brasil,Empresa que prega cultura linda e trata mal e exclui pessoas que não são da panela,,,,,,
126,20/03/2024 08:13:50,aec,"Empresa não visa desenvolvimento do funcionário, muitas panelinhas, processos seletivos demorados, salário baixo e muita cobrança de resultado",,,,,,
127,25/03/2024 17:47:29,AeC,tóxicos,,,,,,
128,26/03/2024 22:40:11,AeC,"Empresa ignora os acordos da CLT e com o sindicato. Salário abaixo do mercado e não dá nenhum benefício que vale a pena, mas acredita que dar festas toda sexta e permitir qualquer dresscode segura funcionário.",,,,,,
129,27/03/2024 11:42:10,AeC,"Gestão totalmente despreparada e sem qualificação. O ambiente corporativo é péssimo, o assédio moral e psicológico rola solto em todos os ambientes da empresa, além de ter gestores que são racistas, misóginos e homofóbicos. Os salários e os benefícios são péssimos! Não há plano de carreira. A cultura da empresa é baseada no vigiar e punir. A cobrança é excessiva.",,,,,,
130,27/03/2024 13:32:15,AeC,"Empresa completamente sem sentido, a mesma não possui nada voltado a plano de carreira, unica vantagem daquele ambiente é ""agregar"" pro curriculo SE você der SORTE, caso contrario, seu mental vai ser completamente sugado e abusado, empresa não respeita normas do CLT, ignora sindicado, gestão completamente despreparada, alguns se salvam por serem otimas pessoas e conseguirem gerar bons relacionamentos, mas até nesses casos, a cobrança escalonada de forma completamente abrupta e irracional ferra com tudo. Atualmente no cargo voltado a areas de tecnologia, a empresa vende sonhos impossiveis de serem desenvolvidos, literalmente apresentam projetos tecnologicos como se eles já tivessem desenvolvidos quando não passam de um mockup montado no Figma/Powerpoint, cobram a realização de milagres do desenvolvimento de coisas que precisam de 5 meses de estudo em 15 dias, não sabem realizar aplicação de metodologia de desenvolvimento em nenhuma hipotese, não estudam as proprias limitações, NA AREA DE TECNOLOGIA É A QUE MENOS TEM ACESSO A TECNOLOGIA, não sabem definir/destinguir os escopos, se soltarem os atuantes da area para realizar as atividades sem gestão, acaba sendo mais eficiente do que contento, visto que a maioria trabalha no ritmo de vigiar, ameaçar, pegar os creditos para si, novatos na area não vão receber HandOver com a desculpa de todo mundo estar com demanda, sendo que durante sua contratação ou subida de cargo, vão falar que isso vai acontecer, É MENTIRA e não se preocupe, QUASE TUDO ali dentro vai ser uma grande mentira. Gestores que acham que jogar palavras ao vento de ""quem busca alcança"" ""trabalho é luta com si mesmo, temos que nos superar"" ""temos que visualizar as soluções e fazer funcionar"" sem NO MINIMO, ter conhecimento do produto que esta atuando e ainda julgar os que conhecem como uma barreira impeditiva quando é falado da limitação tecnologica. Trabalho a base do esporro e humilhação atraves de indiretas.",,,,,,
131,27/03/2024 13:39:14,AeC,"Só tem nego mamando IA, mas na pratica, não querem pagar, mas querem que use IA e ideias mirabolantes. Só o que tem, é gente que sabe MUITO, em cargo baixo e mediano, e gente que sabe um total de 0 sobre tecnologia, sendo gestor, na area de tecnologia, cobrando coisas usando termos tecnicos aleatoriamente para impor autoridade e que sabe, mas só reforça a piada que é trabalhar nesta empresa, BANCO DE HORAS INUTIL e tenho dó de quem reclama. Central de transparencia ridiculo, só deus sabe como essa empresa ganhou premios de compliance e GPTW tantas vezes.",,,,,,
132,27/03/2024 15:09:47,AeC,"Cobranças excessivas, controle no banheiro, assédio moral",,,,,,
133,27/03/2024 16:14:38,aec,"A empresa diz que vive para fazer melhor que os outros, mas paga um salário menor que os outros.",,,,,,
134,27/03/2024 12:18:29,AeC/Robbyson,"Empresa medonha. Pressão psicológica absurda. Vendem um mundo colorido, mas ta longe de ser. Arquiteto de soft de lá tá na disney a uns 5 anos.",,,,,,
135,27/03/2024 15:43:52,AEF DISTRINUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES,"A dona da empresa xinga todos os funcionários, não tem respeito com ninguém, nem com os funcionários nem com os fornecedores. É uma gritaria só, muito tóxica.",,,,,,
136,25/03/2024 18:42:45,AEGEA,ASSEDIO ROLA SOLTA E TERCEIRIZADOS SAO TRATADOS COMO UM BOSTA. Te jogam numas funções que nem mesmo eles sabem o salário é uma piadaaa,,,,,,
137,27/03/2024 08:22:07,Aegea Saneamento,"cultura tóxica, diretores e gerentes exigem jornadas de 15 horas em hora extra, trabalhar de feriado",,,,,,
138,27/03/2024 08:23:09,Aegea Saneamento,"A comunicação na empresa é péssima, as decisões são tomadas sem alinhamento e os problemas gerados são culpa dos funcionários.",,,,,,
139,27/03/2024 08:25:10,Aegea Saneamento,"Sem ser puxa-saco, não se cresce na empresa. Ambiente tóxico, impossível confiar.",,,,,,
140,27/03/2024 10:30:51,Aegea saneamento,"Extremamente difícil ver uma empresa grande, que não prioriza funcionário, empresa da cargo para quem tem QI (quem indique). Pessoas despreparadas em liderança.",,,,,,
141,27/03/2024 15:16:54,AF ENGENHARIA CONTRA INCÊNDIOS,"Empresa de fundo de quintal, sem gestão, a diretora é doida, se acha a fodona mas não é porra nenhuma.",,,,,,
142,27/03/2024 15:09:46,AF ENGENHARIA CONTRA INCÊNDIOS,"Está devendo mais de 400 horas aos funcionarios e não cumpre com a CLT nem sindicato, e falou que para receber temos que entrar na justiça",,,,,,
143,27/03/2024 15:09:11,AF ENGENHARIA CONTRA INCÊNDIOS LTDA,"Liderança tóxica, mente para todos os clientes e funcionários, além de distorcer todas as histórias",,,,,,
144,18/03/2024 12:00:08,Afinz,"Empresa cheia de funcionarios puxa saco, e os gerentes adoram isso, se voce não arrumar um jeito de puxar o saco melhor que o outro voce ta fora, nao importa o quanto voce é competente no seu trabalho.",,,,,,
145,27/03/2024 15:27:56,Afya,Gente incompetente sempre é protegida ou promovida. Quem trabalha é demitido por não puxar saco,,,,,,
146,18/03/2024 09:43:38,Afya,"Fofoca, panelinha, só amigos são promovidos.",,,,,,
147,25/03/2024 15:18:59,Afya Educacional,"Pressão psicológica, assédio moral, só protegem quem tá na panelinha de gestão. Profissional nenhum é respeitado. Os abusos verbais são constantes e se trabalha em base de ameaças veladas. Você entra achando incrível tudo o que vendem e sai com um burnout e remedios pra ansiedade",,,,,,
148,25/03/2024 18:37:18,Agasus S.A que agora o nome é Voke,"Assédio moral, não tem treinamento, só cresce na empresa as pessoas que tem familiares lá dentro, desorganizada, assédio sexual o tempo todo com as mulheres, não existe gestão em nada, prende as pessoas pelo salário que já nem é tudo isso devido a tanta humilhação.",,,,,,
149,27/03/2024 14:53:46,Agavé,"Gerente anão, só tem microsserviços.",,,,,,
150,27/03/2024 14:11:35,Agávé,O dono me atropelou com o carro blindado dele.,,,,,,
151,27/03/2024 15:16:27,Agávé,Sujeito roda o Airflow bem na hora do Quake. Aí é foda.,,,,,,
152,25/03/2024 19:54:06,Agávê,Tutu saiu... Volta Tutu,,,,,,
153,27/03/2024 14:49:16,agávê,Os donos obrigam a rodar dump e drop,,,,,,
154,18/03/2024 11:38:22,Agência 1123,"Te contratam por baixo dos panos, não exigem NF e não oferecem benefícios e muito menos salários compatíveis com o mercado de trabalho. Exploram cada funcionário e ainda te manipulam com a ideia de que estão fazendo um favor por te contratar e te deixar coordenar tantas áreas e projetos diferentes ao mesmo tempo, além de ser a própria central da Choquei, falando mal de todos os colaboradores para os outros, quando não estão. Se entitulam uma grande família, quando na verdade são só uma grande 5a série sonegadora de impostos.",,,,,,
155,26/03/2024 22:26:48,Agência 4all,"Simplesmente o pior lugar que eu já trabalhei, queriam me dar 3k PJ sem vr ou vt (mesmo que na entrevista tivesse sido passado que teria o vt), disseram que iriam me dar um computador “de ponta” porque veio de fora e na verdade ele era caquético de velho, todo remendado na fita isolante e se eu tentasse fechar, ele abria um buraco na carcaça. mesmo sendo PJ eu tinha que fazer as 8h as 18h seg a sex e ainda por cima proibiram de sair no horário de trabalho para ir no mercado comprar uma comida porque não estaria sendo produtivo. me demitiram com 15 dias de empresa porque, segundo a dona, eu “não apresentei resultado”.",,,,,,
156,19/03/2024 18:48:41,Agência 4P,"Empresa não oferece suporte nenhum para o funcionário, computadores com windows craqueado e vira e mexe dava tela azul com uma cobrança excessiva onde o foco principal em obter o dinheiro das empresas.",,,,,,
157,25/03/2024 19:07:37,AGÊNCIA 4PIX,"empresa não fornece o mínimo dos equipamentos, diretor não sabe de nada, mas finge saber. Pressão psicológica fudida e nenhum reconhecimento",,,,,,
158,18/03/2024 11:05:39,Agência Atenas,"Uma pessoa querendo puxar tapete da outra, um colando a culpa no outro, já trabalham em equipe, chefes que só cobram e não treinam, não jogam junto",,,,,,
159,27/03/2024 15:39:28,Agência BALOODESIGN - Jundiaí,"Para as pessoas que trabalharam nesse lugar, sabem exatamente o quanto é EXTREMAMENTE TOXICO e insuportável estar do lado daqueles dois. Fazem uma assédio moral surreal, acabam com sua saúde, com sua vontade de fazer a diferença e trabalhar com publicidade. Contratam estagiários como mão de obra barata e super exploratória (no ponto de vista deles). Sem dizer o quanto são extremante grossos e mal educados, xingam a todo momento nós que estamos trabalhando quanto a clientes! Por favor, pessoas interessadas em contratar agência de publicidade em Jundiaí, corram. Esse é meu recado para futuros interessados em vagas neste lugar também. Consultem o Glassdoor sempre!Agência BALOODESIGN.",,,,,,
